Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDD16,OUT027,-0.230236334
NCU30,OUT010,-0.650726154
FDM40,OUT010,-0.882115228
FDI56,OUT035,-0.419989097
NCS30,OUT013,-0.101570652
FDU08,OUT017,-0.390195963
FDX51,OUT027,1.798220885
FDA43,OUT045,0.608275295
FDX59,OUT010,-1.163862298
FDC37,OUT018,-0.45811864
FDP58,OUT013,0.792611122
NCY42,OUT035,0.0265302
FDF21,OUT018,0.134499497
FDU10,OUT027,-0.679662419
DRL47,OUT018,-0.302094848
FDA58,OUT018,0.648058858
FDJ22,OUT049,0.603439186
FDK50,OUT046,0.200473487
FDO38,OUT035,-0.560727076
DRF60,OUT035,0.946790459
NCZ42,OUT019,-0.884603842
FDD35,OUT049,-0.163711638
FDL25,OUT045,-0.437376949
FDJ16,OUT013,-0.750558985
DRK59,OUT049,1.001525816
FDI50,OUT046,1.016240639
NCB19,OUT045,-0.481427735
DRI37,OUT035,-0.718312517
FDA14,OUT027,0.997491358
FDC08,OUT018,0.581196869
FDS45,OUT046,-0.285769777
FDI21,OUT049,-0.791789502
DRJ47,OUT035,0.336756326
DRE37,OUT027,1.559700663
FDT55,OUT018,-0.103257433
NCG42,OUT027,0.672150186
FDA31,OUT049,0.321804804
NCW42,OUT046,0.736943678
FDF50,OUT017,0.58228326
FDK56,OUT049,0.497797237
FDX10,OUT035,-0.938767262
NCK07,OUT027,1.237139503
FDZ49,OUT017,0.777533712
FDR33,OUT013,-0.294377404
FDO44,OUT018,-0.425662985
FDA20,OUT046,0.459223295
NCL30,OUT045,-0.111561445
FDI05,OUT019,-1.156203961
FDQ12,OUT018,0.498299976
FDH47,OUT017,-0.415253599
FDH34,OUT018,0.187201116
FDF29,OUT046,-0.001723115
FDG40,OUT018,-1.056485576
NCE18,OUT017,1.269253443
FDP21,OUT010,-0.616762511
FDY50,OUT013,-0.464751496
FDB36,OUT049,-0.022460471
NCZ29,OUT049,-0.12534048
FDU20,OUT018,-0.379223428
FDO56,OUT013,-0.281602855
FDW31,OUT049,0.623660534
DRH59,OUT013,-0.61162154
NCB30,OUT017,0.675530536
FDK43,OUT027,0.629552996
FDW43,OUT045,0.97967123
NCL19,OUT017,0.048669507
FDJ27,OUT046,-0.344771286
FDC45,OUT046,0.293434847
FDY40,OUT035,-0.827615513
NCM41,OUT035,-0.442356954
NCK18,OUT019,-1.057416227
FDP37,OUT049,-0.069601317
FDA27,OUT027,2.295844892
NCX30,OUT035,0.997910276
FDR09,OUT017,1.191076174
FDG08,OUT027,1.290486411
NCU30,OUT013,0.283391347
FDB16,OUT017,-0.496382979
FDM16,OUT017,-0.675592611
FDC48,OUT013,-0.552638842
NCF18,OUT046,0.492922829
FDU46,OUT018,-0.625454897
FDH41,OUT018,0.402406143
NCN42,OUT010,-0.694392498
FDU49,OUT046,-0.453667089
FDB20,OUT027,-0.149593797
FDG50,OUT019,-1.143824907
FDW20,OUT045,-0.158358383
NCO55,OUT049,-0.293904074
FDX48,OUT046,0.223399838
FDU48,OUT046,-0.056669003
FDR48,OUT019,-1.091473369
FDK27,OUT013,-0.138712261
FDT35,OUT013,0.188461508
FDN12,OUT049,-0.290563036
NCE31,OUT019,-1.052842129
FDL21,OUT017,-0.906229033
FDV56,OUT017,-0.339588516
FDR16,OUT017,0.695896441
NCP41,OUT049,-0.254349105
FDJ27,OUT013,-0.362347799
FDA07,OUT017,-0.219379655
FDK55,OUT049,-0.469256299
FDM33,OUT049,0.837885416
FDY46,OUT046,0.459803158
FDD36,OUT046,-0.201588091
FDB12,OUT027,0.279891668
FDF28,OUT019,-1.10901812
NCE07,OUT019,-1.08700797
FDW50,OUT027,1.259524976
NCW18,OUT017,1.051836933
NCJ17,OUT019,-1.149866781
DRZ24,OUT010,-0.783967341
FDS07,OUT035,-0.231594822
NCW05,OUT010,-0.992569802
FDZ22,OUT018,-0.63998533
FDK02,OUT046,-0.203193901
FDZ45,OUT027,1.672054758
FDL25,OUT046,-0.432677999
FDS08,OUT045,0.383730274
NCZ42,OUT027,2.12031531
FDX57,OUT035,-0.373155689
FDF21,OUT046,0.566584556
FDJ56,OUT018,-0.573730518
FDX10,OUT013,-0.980330231
DRG48,OUT035,0.0510476
DRN37,OUT046,0.277219193
NCY41,OUT018,-0.997938836
FDN28,OUT045,-0.399487019
FDE34,OUT045,0.442749246
FDR10,OUT045,0.306915354
FDC32,OUT017,-0.424060311
DRG13,OUT046,0.239760719
FDP59,OUT049,-0.415161857
NCT53,OUT010,-0.631920387
FDL57,OUT027,2.233445809
FDN32,OUT010,-0.492666485
FDK09,OUT018,0.51365855
FDA52,OUT010,-0.524924204
FDC57,OUT049,0.540867333
FDI09,OUT035,0.88581805
NCB07,OUT046,0.568078757
FDP26,OUT035,-0.339626612
FDP40,OUT027,0.485425363
FDL15,OUT013,0.131543069
FDV07,OUT046,-0.265878752
FDS03,OUT017,-0.68768043
FDE50,OUT049,0.574243736
FDQ15,OUT017,-0.549622967
FDQ33,OUT010,-0.661791237
FDT22,OUT013,-0.743938176
DRO35,OUT035,-0.204678838
FDJ41,OUT049,1.442243868
FDQ27,OUT035,-0.29143448
FDC26,OUT017,-0.235123964
NCF43,OUT027,0.829759622
NCR50,OUT035,0.124234722
FDE39,OUT018,-0.343836539
FDN49,OUT027,-0.667511515
DRG11,OUT035,-0.289557013
NCA18,OUT049,-0.216432464
FDM36,OUT018,0.007325062
FDW32,OUT017,-0.555830204
NCQ18,OUT010,-0.998740704
FDX14,OUT027,-0.138904736
FDD46,OUT017,0.15673096
FDI34,OUT019,-0.918818955
NCJ17,OUT035,-0.513569982
FDB52,OUT035,1.075858829
FDV55,OUT018,-0.150538105
FDC57,OUT046,0.590614296
FDB29,OUT046,-0.191375436
NCO43,OUT035,-0.36344522
FDG44,OUT045,-0.791617712
FDJ34,OUT045,-0.176891034
FDH40,OUT049,-0.630774612
NCD07,OUT027,0.403568128
FDB41,OUT017,-0.917311677
FDH47,OUT018,-0.480105417
DRK37,OUT035,0.481595287
FDM25,OUT019,-1.069148712
NCX06,OUT045,0.513422832
NCS05,OUT017,-0.044172744
FDS39,OUT045,0.053768808
FDC47,OUT027,1.846139592
FDG20,OUT013,0.384937977
DRL23,OUT017,-0.312713193
FDY33,OUT013,0.133596652
NCH18,OUT045,1.162097386
FDX47,OUT035,0.234469157
NCB06,OUT045,0.204266333
FDP36,OUT049,-0.7917431
FDW44,OUT018,-0.001408758
NCU41,OUT018,0.213998361
NCS17,OUT046,-0.392854446
FDD46,OUT035,0.153312455
FDE45,OUT017,0.420619764
FDI09,OUT017,0.895835417
NCJ54,OUT010,-0.317910873
NCA29,OUT018,0.083571433
NCN41,OUT027,0.579086471
FDY34,OUT035,0.345775384
NCG55,OUT035,-0.214608277
DRM49,OUT046,-0.857881992
NCB42,OUT049,-0.172799665
FDE58,OUT045,-0.21961554
DRJ25,OUT013,-0.832495152
FDS47,OUT010,-1.029675905
FDY21,OUT049,0.606837529
NCI54,OUT013,-0.271907923
FDO24,OUT017,0.157446921
FDY43,OUT035,0.293062541
FDF35,OUT018,-0.439621395
NCP29,OUT019,-1.18462913
FDN28,OUT027,0.313021317
FDJ50,OUT018,-0.939036498
FDQ14,OUT027,1.043106107
FDC37,OUT035,-0.290861142
FDN08,OUT046,-0.167945305
FDD04,OUT035,0.014178799
FDW34,OUT018,0.597559655
FDP04,OUT017,-0.702954327
NCG07,OUT017,0.521424562
NCN14,OUT018,0.194131972
FDJ16,OUT045,-0.743383617
NCM42,OUT045,-0.292731737
NCF19,OUT046,-0.830501251
FDY21,OUT018,0.438061501
FDY19,OUT035,-0.214009019
FDV09,OUT045,0.137784022
FDA28,OUT013,-0.118859305
FDC38,OUT018,-0.184034402
FDL28,OUT045,0.877084885
NCH43,OUT049,0.830916682
NCN53,OUT045,-0.971565172
NCW05,OUT017,-0.288009743
NCO30,OUT018,0.212617413
FDT04,OUT019,-1.218412411
FDB27,OUT018,0.2475512
NCK07,OUT013,0.286027596
NCA53,OUT013,-0.836193255
FDB33,OUT018,0.001837067
FDU37,OUT017,-0.602898491
FDR13,OUT035,-0.176384907
FDE45,OUT049,0.465801502
FDV37,OUT017,0.496049185
FDX44,OUT019,-1.124578115
NCL06,OUT017,1.242905339
FDJ28,OUT045,0.598235015
FDX55,OUT049,0.892260715
NCK17,OUT018,-1.009854566
FDH52,OUT035,-0.721835007
FDN13,OUT027,0.216890453
FDK44,OUT018,0.154138107
FDU16,OUT046,-0.526436282
FDZ07,OUT017,-0.794728867
NCN06,OUT027,1.202922139
FDH02,OUT010,-0.983960578
NCW18,OUT045,1.149792747
FDH57,OUT013,-0.085536432
FDV35,OUT045,0.186746112
NCU29,OUT013,0.078532262
NCP02,OUT046,-0.74707656
FDN44,OUT013,0.256801586
FDX03,OUT018,-0.969828342
FDR11,OUT010,-0.678363504
FDA36,OUT046,0.408163573
FDP58,OUT027,1.722925163
FDH31,OUT045,-0.440444325
FDH34,OUT035,0.455506775
FDS13,OUT035,1.002790738
FDT01,OUT018,0.355622479
FDY09,OUT049,0.488084214
FDV33,OUT027,2.304184136
NCW29,OUT010,-0.778862862
NCN17,OUT045,-0.356262641
FDX01,OUT046,-0.201988671
FDL03,OUT049,0.757187097
DRL59,OUT049,-0.791751261
DRM11,OUT027,2.170502333
FDA43,OUT049,0.621868319
FDZ56,OUT010,-0.603118326
FDI44,OUT018,-0.643430336
FDB50,OUT013,-0.575338402
FDU15,OUT019,-1.28935897
NCJ19,OUT019,-1.218561126
FDD48,OUT013,-0.231743282
NCW42,OUT035,0.787459725
FDL24,OUT017,0.324292606
NCB30,OUT013,0.678179391
FDK25,OUT013,0.340125676
FDW28,OUT049,0.574825068
FDD47,OUT017,0.350971569
FDK16,OUT019,-1.152578147
FDW37,OUT046,-0.429270027
FDA48,OUT035,0.760087678
FDA14,OUT017,0.072914378
FDV15,OUT013,-0.34609006
FDN22,OUT049,1.113130689
NCD55,OUT045,-0.911422998
FDY43,OUT013,0.299944257
NCU05,OUT017,-0.564323265
FDF10,OUT035,0.098146639
FDR39,OUT018,0.177579007
FDG40,OUT013,-0.976982691
FDZ28,OUT019,-1.108867758
FDE02,OUT045,-0.409978048
FDU60,OUT049,0.245207332
FDM21,OUT013,1.234510504
FDV52,OUT019,-1.100220957
NCW06,OUT013,0.57053672
FDX36,OUT035,0.796503926
FDT35,OUT027,1.398002503
NCL19,OUT010,-0.676128467
NCD31,OUT046,0.234502681
FDE53,OUT019,-1.114799572
FDW58,OUT019,-1.120004614
DRF48,OUT046,0.427860944
FDW57,OUT035,0.388020809
DRH13,OUT017,-0.312220849
FDT33,OUT013,0.238802504
DRK47,OUT027,2.000966937
FDY22,OUT010,-0.816896625
FDC35,OUT019,-0.974826417
FDO03,OUT013,1.022969109
FDF24,OUT045,-0.595937353
FDF56,OUT018,0.301062158
FDD28,OUT013,-0.772111044
FDG53,OUT027,0.887415222
FDO27,OUT019,-1.110005473
NCF54,OUT018,0.062450955
FDC20,OUT027,-0.548106065
FDU10,OUT046,-0.949158285
DRA24,OUT018,-0.063383094
FDA02,OUT010,-0.803329764
FDG10,OUT017,-0.785524044
FDW39,OUT010,-0.534449502
FDP04,OUT019,-1.197018111
NCM55,OUT013,0.481440882
FDG47,OUT045,1.243951421
NCU41,OUT017,0.570917579
NCK31,OUT017,-0.826424642
FDZ46,OUT045,-0.283782837
FDU13,OUT027,0.733679644
NCF19,OUT045,-0.84256317
NCJ43,OUT013,0.382605119
NCJ05,OUT045,0.153981298
FDS04,OUT027,0.860944948
FDX28,OUT010,-0.895623877
FDB41,OUT027,-0.59685353
FDG53,OUT046,0.027698125
FDL15,OUT010,-0.681977368
FDQ08,OUT049,-0.748122952
DRN36,OUT013,-0.408266295
FDI46,OUT013,1.167821107
FDG16,OUT027,1.837230177
FDV32,OUT013,-0.70654218
FDF44,OUT010,-0.799342545
FDK04,OUT018,-0.854888246
NCA41,OUT013,0.614866588
FDD51,OUT017,-0.87036624
NCZ53,OUT045,0.571712765
FDP01,OUT027,1.13767947
FDY25,OUT049,0.620608111
FDB17,OUT018,0.1337997
NCV54,OUT018,-0.347697418
FDJ32,OUT017,-0.718488408
FDA37,OUT049,-0.220875174
FDG35,OUT035,0.432680183
NCM05,OUT018,0.692335712
FDG45,OUT046,0.65785437
FDH28,OUT013,-0.96816135
NCE18,OUT049,1.387670975
FDH38,OUT045,-0.19271098
FDR56,OUT013,0.534302147
FDH17,OUT027,0.225876465
FDD39,OUT049,0.846515742
FDB41,OUT049,-0.920442218
NCR53,OUT046,0.740491277
FDX46,OUT017,-0.828439993
FDV28,OUT049,-0.900278525
FDA08,OUT018,-0.048353265
FDH45,OUT017,-0.943503641
NCS38,OUT010,-0.818450422
FDD40,OUT010,-0.543805675
DRM59,OUT035,0.121474182
NCJ43,OUT018,0.154303593
NCN29,OUT013,-0.823015979
NCC19,OUT045,0.542597151
FDR56,OUT035,0.592994983
FDZ43,OUT049,1.089568978
FDJ32,OUT010,-1.022782469
DRH03,OUT017,-0.453911559
NCZ54,OUT035,0.240371936
FDE26,OUT017,0.073163312
FDS03,OUT045,-0.700443245
DRZ24,OUT019,-1.105246813
FDO48,OUT027,2.077491795
FDW39,OUT049,0.370284443
NCK05,OUT049,-0.700223629
NCK30,OUT017,1.218177733
FDT27,OUT018,0.468322216
FDS08,OUT019,-1.071142061
NCJ19,OUT049,-0.749138341
FDC58,OUT045,-0.880148522
DRE37,OUT013,0.506169904
FDW02,OUT035,-0.0607135
FDJ02,OUT010,-0.783769128
FDX09,OUT045,0.393550525
FDT31,OUT010,-0.46422604
FDI24,OUT049,0.391796561
FDY09,OUT045,0.459516857
FDV28,OUT045,-0.957415973
DRM47,OUT049,0.619994398
FDT52,OUT019,-0.910366578
FDI48,OUT018,-0.899283819
FDY55,OUT017,1.178740417
FDU48,OUT013,-0.076830591
FDN25,OUT045,-0.849643461
FDP20,OUT049,-0.105537042
FDJ15,OUT013,0.463646626
FDD04,OUT018,-0.15297928
FDY58,OUT045,1.023600617
FDR37,OUT018,0.103289083
FDF44,OUT013,-0.176792159
FDD32,OUT045,-0.601568738
FDR57,OUT017,0.136652788
DRG39,OUT027,-0.516959868
FDX15,OUT017,0.208605309
DRN37,OUT045,0.277392043
FDW40,OUT027,0.982737027
FDB32,OUT049,-0.419730313
FDM40,OUT018,-0.094714941
FDE39,OUT027,0.525316029
DRH49,OUT017,-0.548977516
FDT46,OUT049,-0.837137933
NCF06,OUT035,1.06659738
FDP07,OUT017,0.589410499
FDC04,OUT013,1.125481831
FDZ32,OUT017,-0.408895325
FDD50,OUT045,0.331582799
FDU56,OUT017,0.499586463
FDV34,OUT017,-0.657099877
NCY41,OUT013,-0.937109891
NCK18,OUT046,0.238017316
DRH25,OUT049,-0.806298201
FDT57,OUT046,0.914180282
FDV56,OUT018,-0.468059884
FDV12,OUT045,-0.475726646
FDN52,OUT017,-0.477876161
FDX38,OUT035,-0.85746283
FDE47,OUT018,-0.320326843
NCO07,OUT013,0.866314084
FDV09,OUT027,0.999069403
FDZ23,OUT019,-1.046590044
DRH51,OUT018,-0.559023324
NCY54,OUT045,0.290039974
DRG49,OUT013,1.126619544
NCC19,OUT049,0.542710206
NCV53,OUT045,1.191919676
FDZ47,OUT019,-1.094214842
NCO26,OUT018,-0.362752269
NCP02,OUT045,-0.741900419
NCW30,OUT018,0.75199362
NCN55,OUT046,0.959204238
FDB20,OUT010,-0.965749225
DRL11,OUT013,0.186951236
DRD60,OUT045,0.473582889
FDW14,OUT010,-0.953955184
FDL27,OUT010,-1.065011219
FDU09,OUT018,-0.876377326
DRH36,OUT027,-0.23633921
FDP34,OUT027,1.053295085
FDE04,OUT017,0.395038177
FDZ57,OUT027,0.793677757
FDF02,OUT010,-0.887952341
FDG28,OUT045,1.071511018
NCI31,OUT046,-0.935889728
FDT43,OUT013,-0.8277175
FDU20,OUT046,-0.107502689
FDD53,OUT013,-0.880917675
FDW15,OUT045,0.014699424
NCT53,OUT045,0.250628603
NCG55,OUT027,0.424337922
FDD48,OUT035,-0.230987422
FDG47,OUT049,1.266554682
FDI21,OUT017,-0.779389841
FDT27,OUT017,0.905452553
DRO35,OUT013,-0.216338159
FDD33,OUT017,1.126279025
FDC04,OUT035,0.973698654
FDY34,OUT013,0.254707302
DRJ49,OUT049,-0.04308996
FDE05,OUT049,0.027541237
FDU31,OUT017,0.850692103
NCN19,OUT027,1.583014827
FDK56,OUT027,1.441093375
FDK58,OUT017,-0.418174422
NCJ42,OUT035,-0.345574737
FDZ34,OUT027,1.627965033
FDA52,OUT018,0.085034732
NCR29,OUT013,-0.785600498
FDT48,OUT035,0.54469284
DRJ51,OUT019,-0.924636056
NCS54,OUT046,0.350369361
FDV01,OUT035,0.190880887
DRG51,OUT027,1.200581254
NCG42,OUT013,-0.070018754
FDA51,OUT049,-0.153012819
FDV19,OUT010,-0.755383936
NCT18,OUT045,0.452761568
NCS41,OUT045,0.485846665
FDO03,OUT046,0.982198708
FDL12,OUT010,-1.046427714
FDY37,OUT010,-0.803913775
FDI58,OUT049,-0.539991733
FDT28,OUT018,-0.105698088
NCC42,OUT010,-0.734556271
FDO01,OUT017,-0.13017203
FDJ02,OUT013,0.032134832
FDQ04,OUT018,-0.933388136
DRL47,OUT013,-0.129324552
FDZ32,OUT035,-0.268452823
FDC35,OUT035,0.643571771
FDX14,OUT045,-0.617339098
FDZ35,OUT013,-0.382600533
FDL14,OUT013,0.110307073
FDO04,OUT049,-0.789237723
DRK11,OUT017,0.153354433
FDB44,OUT018,0.410466739
FDZ50,OUT049,0.41726339
FDI12,OUT027,0.060595939
FDU43,OUT017,0.96001545
FDD58,OUT010,-0.869453132
FDB27,OUT017,0.603917715
FDB04,OUT018,-0.63018043
NCO17,OUT013,-0.172036636
FDL12,OUT017,-0.784403623
DRJ13,OUT049,0.223451872
FDD57,OUT045,-0.406897195
FDW19,OUT035,-0.22616389
DRD27,OUT018,-0.512533709
FDH27,OUT027,0.951098568
NCW30,OUT027,2.260935754
FDR40,OUT018,-0.680402829
FDG05,OUT013,0.102463405
NCY41,OUT019,-1.2226826
FDI38,OUT018,0.272255112
FDR20,OUT046,-0.895653121
FDE09,OUT017,-0.286288447
FDN50,OUT019,-1.13572881
DRF27,OUT045,0.155773072
DRF51,OUT013,-0.957855157
NCO02,OUT019,-1.159389217
FDB51,OUT027,-0.416181214
FDJ50,OUT013,-0.814625715
FDN52,OUT013,-0.511371572
FDX14,OUT013,-0.586451946
FDT27,OUT019,-0.940366475
FDV10,OUT013,-0.97305998
FDU33,OUT046,-0.862918336
FDU58,OUT046,0.55992741
NCP42,OUT027,1.681330434
FDL51,OUT027,1.995492685
DRH15,OUT027,-0.537864915
FDU16,OUT017,-0.581350544
FDW15,OUT017,0.016581099
FDQ44,OUT045,-0.161944019
NCI06,OUT027,1.487504611
DRK23,OUT019,-0.887002393
FDC28,OUT035,-0.272041041
NCY17,OUT019,-1.252336731
NCV05,OUT018,-0.066627643
FDM34,OUT019,-1.095103919
DRD60,OUT027,1.527857909
FDT38,OUT046,-0.489462871
FDQ57,OUT018,-0.135555658
FDE59,OUT027,-0.727891186
NCM43,OUT046,0.226202147
DRI51,OUT049,0.381670385
NCG30,OUT017,-0.116425753
NCK54,OUT035,-0.228297089
FDQ16,OUT019,-1.107622683
FDI36,OUT013,0.516387265
FDX16,OUT027,1.010715344
FDA34,OUT046,0.320677471
FDJ48,OUT018,0.598841962
FDU47,OUT035,0.025517712
FDS39,OUT046,0.033990572
FDD11,OUT046,1.034696149
FDM16,OUT027,-0.153458854
FDU56,OUT018,0.15176508
FDQ32,OUT017,-0.240114262
DRK35,OUT013,-0.917980894
FDA58,OUT049,0.946146894
DRG48,OUT019,-1.087960081
FDT59,OUT010,-0.194730164
FDQ31,OUT019,-1.14396179
FDS51,OUT018,-0.826861137
FDW32,OUT027,0.032247225
FDI15,OUT027,1.836186116
NCV30,OUT017,-0.720503106
DRG25,OUT049,0.643445614
FDT02,OUT013,-0.975966063
FDO33,OUT027,0.468048448
FDP38,OUT035,-0.817724798
FDZ45,OUT035,0.567624548
NCA54,OUT027,1.48808252
FDU33,OUT017,-0.890635604
FDN58,OUT017,0.926751652
FDI05,OUT045,-0.612138892
FDM57,OUT019,-1.14928
NCS42,OUT027,0.060819014
FDB57,OUT045,0.902198728
FDC03,OUT045,0.497512805
FDZ58,OUT013,-0.182811226
NCK29,OUT045,-0.11660043
NCR53,OUT045,0.826577798
FDE26,OUT027,0.959181977
FDU52,OUT049,0.157305287
FDE41,OUT027,-0.009307764
FDU38,OUT018,0.220798588
FDA52,OUT017,0.373293868
FDW46,OUT046,-0.692723539
DRI59,OUT035,0.762386461
FDT38,OUT035,-0.499689441
FDL33,OUT018,0.312026676
FDQ01,OUT027,1.875440493
FDJ08,OUT046,0.503295856
FDQ47,OUT049,-0.908065218
NCZ18,OUT013,0.834923923
FDE29,OUT017,-0.738994276
FDF10,OUT027,0.957883311
FDC48,OUT049,-0.51573886
FDY58,OUT013,1.013844171
NCX30,OUT010,0.017506929
FDV11,OUT013,0.297324992
FDT46,OUT046,-0.832664526
DRD01,OUT019,-1.214274688
FDQ11,OUT013,1.119980272
NCM41,OUT017,-0.452979646
NCC55,OUT013,-0.945453085
FDG45,OUT027,1.727985036
NCQ54,OUT049,0.453195427
FDM34,OUT045,-0.092105726
FDD17,OUT019,-0.939958003
FDN38,OUT027,2.151316132
FDB53,OUT018,-0.082028883
NCL06,OUT035,1.098371948
NCV18,OUT019,-1.158974573
FDX25,OUT013,0.534605286
FDB39,OUT046,-0.779375936
FDC33,OUT049,0.567247704
NCO14,OUT018,-0.991187972
FDA58,OUT027,1.957796286
NCQ02,OUT017,0.572855658
NCR53,OUT017,0.841366287
FDN52,OUT046,-0.462048791
FDG26,OUT046,1.077254378
FDE23,OUT027,-0.570329115
DRI37,OUT013,-0.733283853
DRH37,OUT018,0.022381912
FDO01,OUT035,-0.039883342
FDK45,OUT049,-0.226480095
FDP23,OUT049,0.947534305
FDM33,OUT035,0.769009082
FDD36,OUT017,-0.179445905
FDL56,OUT017,-0.494230562
FDT27,OUT010,-0.370215819
FDG52,OUT017,-0.87937623
NCL42,OUT035,0.98000278
DRJ24,OUT046,0.453517742
FDV38,OUT046,-0.77972217
FDT35,OUT045,0.225928714
FDY51,OUT045,0.83225224
FDC37,OUT017,-0.324637577
NCP43,OUT013,0.482466538
FDO33,OUT045,-0.248662278
FDW04,OUT018,-0.291452174
NCC31,OUT046,0.145527958
FDK22,OUT049,0.967053673
FDJ50,OUT017,-0.799974033
FDV13,OUT017,-0.530124678
DRL60,OUT017,0.152087918
FDW03,OUT017,-0.389070657
FDY27,OUT035,0.365766518
FDB39,OUT027,-0.526630101
FDU59,OUT045,0.243446999
FDZ57,OUT049,-0.022059709
FDO21,OUT049,1.064683948
FDS43,OUT018,0.261060836
FDU28,OUT010,-0.452211017
FDC51,OUT010,-0.843873798
FDW16,OUT010,-0.974327738
FDP32,OUT010,-0.766303753
FDB60,OUT019,-1.05039826
NCQ30,OUT046,-0.178419463
FDD26,OUT049,0.420484252
FDI44,OUT045,-0.569436643
DRH23,OUT046,-0.776981098
FDO44,OUT046,-0.264452879
FDG04,OUT046,0.436256155
FDM32,OUT027,0.002602363
FDM09,OUT013,0.227082661
FDZ47,OUT013,-0.451849246
FDM40,OUT027,0.7970838
FDY48,OUT017,-0.363289697
NCM30,OUT045,-0.893648729
FDX36,OUT010,-0.347588011
DRF03,OUT017,-0.930454647
FDN51,OUT049,1.38018737
FDM57,OUT049,-0.612032089
FDB35,OUT049,-0.526711979
FDY13,OUT027,-0.195023904
FDA37,OUT017,-0.211867834
NCX53,OUT017,0.059899847
FDD59,OUT018,-0.669900276
FDX10,OUT019,-1.198873518
FDC03,OUT018,0.208193857
FDW43,OUT035,0.975824226
FDW10,OUT046,0.360511968
FDY14,OUT027,2.157854375
FDV43,OUT045,-0.866619949
FDO40,OUT013,0.131067019
FDP46,OUT027,0.090630503
NCE43,OUT019,-1.046779759
FDD05,OUT035,-0.181957393
FDJ60,OUT010,-0.674805294
DRE27,OUT018,-0.510857885
FDO11,OUT035,1.190469818
DRG11,OUT027,0.358956833
FDK33,OUT010,-0.285314064
DRM23,OUT045,0.338627883
FDJ02,OUT027,1.066179196
NCZ05,OUT045,-0.33703351
NCL30,OUT013,-0.126378867
FDZ19,OUT018,0.118398984
FDM45,OUT049,-0.259493833
FDO36,OUT046,0.34859367
NCK31,OUT045,-0.834131073
DRJ37,OUT045,0.144076655
FDP24,OUT018,-0.313886796
FDF46,OUT013,-0.218781208
FDX46,OUT019,-1.207818778
NCL18,OUT045,0.52065906
FDJ26,OUT013,0.66864151
FDJ07,OUT045,-0.223190194
FDY15,OUT013,0.207675506
DRG01,OUT045,-0.616678259
FDF58,OUT045,-0.702882262
FDZ14,OUT019,-1.112861457
FDP31,OUT049,-0.662000049
FDH45,OUT013,-0.943184243
FDA09,OUT010,-0.634565107
FDW31,OUT035,0.67637403
FDA57,OUT046,-0.899859352
NCE55,OUT035,0.360611385
FDC17,OUT019,-0.985196553
FDC59,OUT013,-0.768368759
FDA22,OUT013,0.294099296
FDK52,OUT035,0.813809124
NCM26,OUT046,0.127468777
NCT53,OUT035,0.261169651
FDW45,OUT018,-0.108942188
NCI18,OUT035,0.769109901
FDE38,OUT018,0.005685755
FDF08,OUT019,-1.14176005
FDY58,OUT010,-0.316941894
FDF58,OUT019,-1.201812321
FDX39,OUT017,0.681738145
FDB44,OUT049,0.934800713
FDF28,OUT013,-0.195059518
FDE39,OUT013,-0.21363481
FDT37,OUT018,0.654264572
FDZ45,OUT017,0.631612242
FDO40,OUT035,0.111468988
FDM57,OUT027,0.013589283
DRG36,OUT017,0.338133664
FDY36,OUT010,-1.038629187
DRL60,OUT027,1.032077233
FDS25,OUT019,-1.131317835
DRF49,OUT027,0.422557825
FDP16,OUT045,1.193095012
FDS60,OUT049,0.527074848
FDU15,OUT027,-0.661654978
FDK43,OUT046,-0.115464457
FDN25,OUT046,-0.759973269
FDE53,OUT049,-0.310118669
FDB22,OUT013,0.184459126
FDE39,OUT017,-0.189896213
FDX35,OUT035,0.898653087
NCG54,OUT049,0.302885675
FDH27,OUT035,0.066980761
NCK42,OUT013,0.908343474
FDS25,OUT049,-0.272586612
FDI10,OUT018,0.057124885
FDU35,OUT035,-0.353997256
FDI04,OUT017,0.528674467
DRK23,OUT035,1.029742199
FDB53,OUT019,-1.098849912
FDY02,OUT049,1.189140951
FDM60,OUT035,-0.932263274
NCJ31,OUT010,-0.566368346
DRP35,OUT017,-0.111397768
NCQ30,OUT018,-0.322468237
DRL11,OUT010,-0.660176521
FDU01,OUT013,0.487425747
FDR39,OUT035,0.404400295
FDO08,OUT046,0.322644992
FDC02,OUT045,1.251216286
NCZ29,OUT035,-0.104273491
FDF29,OUT010,-0.8366426
FDZ23,OUT017,0.405349602
NCU53,OUT018,0.010407686
NCW30,OUT013,1.370990535
NCM26,OUT027,1.074094715
FDV50,OUT027,0.588502801
FDW15,OUT049,0.005475363
FDI35,OUT027,1.52535904
FDO11,OUT017,1.170415237
FDN48,OUT046,-0.42985885
NCA17,OUT049,0.136474559
NCN54,OUT013,-0.576593884
FDP22,OUT013,-0.883197144
NCB54,OUT035,-0.118261951
FDD08,OUT045,-0.942899684
DRM48,OUT010,-1.197484341
FDG41,OUT027,0.433091288
FDE44,OUT027,-0.506814348
FDE26,OUT035,0.054592874
NCS38,OUT013,-0.230064245
NCJ54,OUT018,0.597904578
FDI40,OUT019,-1.12709178
FDN45,OUT018,0.574905393
FDU43,OUT046,1.055488143
FDI04,OUT010,-0.507958107
NCC07,OUT018,-0.472531437
NCC07,OUT019,-1.118661782
NCD18,OUT045,0.969894558
